Armenian Word,Part of Speech,Definition,New Etymology (English),Relation,Source Language,Cognates,PIE Root
անհասկնալի,adjective,"""['incomprehensible, unintelligible, unfathomable; something that cannot be understood or grasped int"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
անհատականութիւն,noun,"""['individuality, personality, selfhood.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
անհատապաշտութիւն,noun,"['individualism.'],",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
անհատապէս,adverb,"""['individually, singly, privately.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
անհատնում,adjective,"['inexhaustible.'],",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
անհաւասարակշռութիւն,noun,"""['disequilibrium, imbalance.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
անհաւասարութիւն,noun,"""['inequality, unequalness, disparity, unlikeness, disproportion; partiality; unevenness, roughness; "",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
անհաւատութիւն,noun,"""['Unbelief; the quality or state of being unbelieving (especially in a religious sense); Disbelief, "",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
անհեթեթութիւն,noun,"""['anomaly; absurdity, nonsense, enormity.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
անհեռատես,adjective,"""['Not farsighted, unable to see far; nearsighted; (figurative) Shortsighted, lacking foresight, not "",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
անհեռատեսութիւն,noun,"""['Shortsightedness, lack of foresight.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
անհետացնել,verb,"""['to make disappear, to erase, to remove; to make something vanish or become untraceable; to cause t"",",From Russian via international vocabulary.,loanword,Russian,--,unknown
անհոգութիւն,noun,"""['carelessness, indolence; disregard, inattention.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
անհունութիւն,noun,"""['infinity, infinitude, immensity, immenseness, ocean, hugeness.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
անհունօրէն,adverb,"""['immensely, infinitely.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
անհրաժեշտութիւն,noun,"""['indispensability, necessity, need.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
անհրաժեշտօրէն,adverb,"""['Necessarily, inevitably, unavoidably, or compulsorily.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
անհրապոյր,adjective,"""['unattractive, charmless, loveless, uninviting.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
անձեռնմխելի,adjective,"""['untouchable, inviolable, intangible, unseizable, not distrainable, inalienable; having legal immun"",",Modern Armenian compound.,compound,,--,unknown
անձկութիւն,noun,"""['straitness, narrowness; anxiety, anxiousness, affliction, longing.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
անձնազոհութիւն,noun,"""['self-devotion, self-sacrifice.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
անձնասիրութիւն,noun,"""['egotism, self-love, selfishness, self-respect, conceit.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
անձնասպանութիւն,noun,"""['suicide, self-murder.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
անձնաւորել,verb,"""['to personify, to impersonate.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
անձնաւորութիւն,noun,"""['personality, personal character.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
անձնուիրաբար,adverb,"""['devoutly, earnestly, devotedly, magnanimously.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
անձնուիրութիւն,noun,"""['devotedness, self-devotion, self-sacrifice.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
անձնուրաց,noun,"""['devoted, selfless; self-sacrificing; self-denier.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
անձնուրացութիւն,noun,"""['self-sacrifice; self-denial, abnegation, renouncement.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
անճանաչելի,adjective,"""['unrecognizable, incognizable.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
անմահաբար,adverb,"['Immortally; in an immortal manner; without dying.'],",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
անմահանալ,verb,"['to become immortalized.'],",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
անմահապէս,adverb,"['Immortally; in an immortal manner; without dying.'],",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
անմահութիւն,noun,"['immortality.'],",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
անմահօրէն,adverb,"['Immortally; in an immortal manner; without dying.'],",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
անմարդկային,adjective,"""['Not human, inhuman; not characteristic of man; Unworthy of a human being; unbecoming to man; Merci"",",Derived from Old Armenian with -ական (-akan).,derivation,Old Armenian,--,unknown
անմեղութիւն,noun,"['innocence; impeccability.'],",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
անմիաբանութիւն,noun,"""['disunity, disagreement, discord, dissension, disunion, dissonance.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
անմիջականօրէն,adverb,"""['directly, straightforwardly.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
անմիջապէս,adverb,"""['immediately, directly.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
անմոռանալի,adjective,"['unforgettable; memorable.'],",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
անյագութիւն,noun,"['Insatiability; voracity; the quality of being insatiable; Figuratively: an unquenchable desire; a ,",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
անյայտանալ,verb,"""['to vanish, to disappear, to become unseen; to become invisible, unrecognizable, or lost from view;"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
անյետաձգելի,adjective,"""['unpostponable, urgent, pressing.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
անյիշաչար,adjective,"""['forgiving, forgiver, pardoner, that does not bear malice, clement, one who does not remember the h"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
անյիշաչարութիւն,noun,"""['the quality or state of being magnanimous, of showing forgiveness or nobility of character.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
անյիշատակ,adjective,"""['not remembered; immemorial, dateless, very old; forgotten.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
անյողդողդ,adjective,"""['resolute, firm, inflexible, immovable, constant, hard-set.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
անյուսութիւն,noun,"""['hopelessness, despair.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
աննախանձելի,adjective,"""['unenvious, not causing envy, insufficient, unfortunate, poor, wretched.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
աննախընթաց,adjective,"['unprecedented.'],",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
աննիւթական,adjective,"""['immaterial, spiritual.']"",",Derived from Old Armenian with -ական (-akan).,derivation,Old Armenian,--,unknown
աննմանութիւն,noun,"""['dissimilarity, unlikeness; the state of being dissimilar; lack of resemblance; difference.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
աննուաճելի,noun,"""['unconquerable, indomitabe; untamable, inexpugnable, invincible.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
անշահախնդրութիւն,noun,"""['disinterestedness, unselfishness, impartiality.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
անշարժութիւն,noun,"['immobility: akinesis: stability; stagnation.'],",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
անշեղօրէն,adverb,"""['in a straight, undeviating way.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
անշնչանալ,verb,"""['to stop breathing; to expire, to die, to die by asphyxia.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
անշրջահայեաց,adjective,"""['incircumspect, incautious, heedless, imprudent, rash, indiscreet.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
անողորմաբար,adverb,"""['pitilessly, cruelly, unmercifully.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
անորոշութիւն,noun,"""['indecision, indetermination.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
անուանումն,noun,"""['The act of naming, giving a name; designation; Being named, the state of having been given a name;"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
անուղղակիօրէն,adverb,"""['indirectly, mediately, glancingly.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
անուշադրութիւն,noun,"""['Inattention; the state or quality of being inattentive; Carelessness, negligence, absent-mindednes"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
անուշահոտութիւն,noun,"""['perfume, odour, scent, fragrance.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
անուրանալի,adjective,"""['undeniable, incontestable.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
անպայմանօրէն,adverb,"""['necessarily, unconditionally.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
անպատեհութիւն,noun,"""['discommodity, inconveniency, inconvenience, unsuitableness, inappropriateness.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
անպատկառութիւն,noun,"""['disrespect, irreverence, effrontery, impudence.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
անպատուել,verb,"""[""""to dishonor, to insult, to disgrace, to offend one's dignity, either verbally or through actions, "",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
անպատուութիւն,noun,"""['dishonour, disgrace, discredit, irreverence.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
անպարտելի,adjective,"""['invincible; unconquerable, insuperable, indefeasible, insurmountable.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
անջատուիլ,verb,"""['to be detached, separated, cut off.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
անջրպետային,adjective,"""['pertaining to space or space travel, spacefaring.']"",",Modern Armenian compound.,compound,,--,unknown
անսահմանօրէն,adverb,"""['immeasurably, infinitely, vastly.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
