title,part_of_speech,definition,suggested_etymology,source,notes
ղատ,noun,"['the name of the Armenian letter ղ.', 'the name of the Armenian letter ղ (ġ).']",,,
ղեկավար,noun,"['leader; manager; chief; head; director.', '(nautical, rare) steersman, helmsman.']",,,
ղզլբաշ,noun,['Qizilbash.'],,,
ղրկել,verb,"['alternative form of ուղարկել.', 'Western Armenian and dialectal form of ուղարկել (uġarkel).']",,,
ճախրել,verb,"['to hover in the air as of a bird or plane: to soar, to glide, to drift.', 'to hover in the air (as of a bird or plane): to soar, to glide, to drift.', 'to go around in circles in the air: to circle, to wheel, to gyrate.', 'to fly without an engine: to glide, to skim, to float.', '(figuratively) to take wing, to rise, to fly.', '(figuratively) to flutter, to glow, and to vanish: to vanish, to disappear, to evanesce.']",,,
ճահիճ,noun,"['swamp, marsh.', '(figuratively) stagnation.']",,,
ճահուկ,noun,"['archaic group, pack, flock of animals.', '(archaic) group, pack, flock (of animals).']",,,
ճամպրուկ,noun,['suitcase; trunk.'],,,
ճամփել,verb,"['to send, to dispatch.', 'to see off, to send off.', '(figuratively) to set free, to liberate.']",,,
ճայ,noun,"['Eurasian jay.', 'Eurasian jay (Garrulus glandarius).', 'seagull, gull (Larus).']",,,
ճանաչել,verb,"['to know someone, to be acquainted with.', 'to be aware (of something).', 'to become acquainted with, to get to know.', 'to recognize, to know.', 'to admit, to acknowledge.']",,,
ճառագայթ,noun,"['ray, beam.', '(geometry) ray.', '(physics) ray, beam.', '(botany) ray.', '(zoology) ray.', '(figuratively) ray.']",,,
ճարել,verb,"['to procure, obtain, get usually with difficulty.', 'to procure, obtain, get (usually with difficulty).']",,,
ճարմանդ,noun,"['buckle, clasp.', 'cufflink.']",,,
ճաքել,verb,"['intransitive to crack, to split.', '(intransitive) to crack, to split.', '(intransitive, slang) to crack up, to laugh.']",,,
ճգնավոր,noun,"['hermit, anchorite, ascetic.']",,,
ճեղքել,verb,"['to crack.', 'to split, to divide.', 'to cut through, to pass through, to break through.', '(figuratively) to split up, to disunite, to disjoin.']",,,
ճեմել,verb,"['to stroll, to saunter.']",,,
ճիգ,noun,"['effort.', 'endeavour.']",,,
ճիչ,noun,"['screech, scream, cry.']",,,
ճկույթ,noun,"['anatomy little finger, little toe.', '(anatomy) little finger, little toe.']",,,
ճնճղուկ,noun,['sparrow.'],,,
ճողոպրել,verb,"['to escape, to run away, to flee.', 'to dodge, to evade, to slip away.']",,,
ճոճանակ,noun,"['pendulum.', 'swing.']",,,
ճռճռալ,verb,"['to squeak, creak.']",,,
մագլցել,verb,"['to climb as with claws or talons, like birds and cats.', 'to climb (as with claws or talons, like birds and cats).', 'to climb (as of plants).', '(figuratively) to slide up, to glide up.', '(figuratively) to climb, to scale (often carrying something).', '(figuratively) to ascend, to reach.']",,,
մագնիս,noun,['magnet.'],,,
մազկապ,noun,"['hair tie, hairband.']",,,
մաթրիքս,noun,"['alternative form of մատրիցա.', 'alternative form of մատրիցա (matricʻa).']",,,
մալ,noun,"['dialectal property, possession.', '(dialectal) property, possession.', '(dialectal) cattle, livestock.']",,,
մալուխ,noun,['cable.'],,,
մածվել,verb,"['intransitive to be glued, to stick or cling to, to adhere.', '(intransitive) to be glued, to stick or cling to, to adhere.', '(intransitive) to curdle, to coagulate, to clot, to congeal.']",,,
մակդիր,noun,"['epithet.', 'nickname.', '(Western Armenian) last name, family name.']",,,
մակույկ,noun,['boat.'],,,
մահ,noun,['death.'],,,
մահանալ,verb,['to die.'],,,
մահջոնգ,noun,['mahjong.'],,,
մաղ,noun,['sieve.'],,,
մաղթանք,noun,"['wish, desire.', '(ecclesiastical) prayer.']",,,
մաղթել,verb,['to wish something to someone.'],,,
մամ,noun,"['dialectal grandmother.', '(dialectal) grandmother.', '(dialectal) mother.']",,,
մամուռ,noun,['moss.'],,,
մայրեհավ,noun,"['grouse bird of the subfamily<ref></ref>.', 'grouse (bird of the subfamily Tetraoninae).']",,,
մանաթ,noun,"['manat currency of Azerbaijan.', 'manat (currency of Azerbaijan).']",,,
մանանա,noun,['manna.'],,,
մանիշակ,noun,"['alternative form of մանուշակ.', 'alternative form of մանուշակ (manušak).']",,,
մանկանալ,verb,"['to become young.', 'to regress to childhood.']",,,
մանուկ,noun,"['baby, infant; child.']",,,
մաշարա,noun,"['archaic.', '(archaic) synonym of թոքախտ (tʻokʻaxt).']",,,
մառախուղ,noun,"['fog, mist.']",,,
մաս,noun,"['part, piece; bit, morsel.', 'share, lot, portion.', '(Christianity) holy or hallowed bread, communion bread.']",,,
մասնիկ,noun,"['particle, small part.', '(physics) particle.', '(grammar) affix.']",,,
մասուր,noun,"[', comparing to ; comparing also to , dialectal , , for the sense development comparing , recalling that rosehip is used as haemorrhoids cure in folk medicine and also noting.', 'rose, Rosa, especially dog rose, Rosa canina (the plant and especially its fruit – the rosehip).']",,,
մատնել,verb,"['to inform on, to report, to denounce.', 'to betray, to sell.', 'to expose, to disclose, to reveal.', 'to subject, to expose, to subjugate.', 'used to form verb phrases with abstract nouns.']",,,
մատնոց,noun,['thimble.'],,,
մատույց,noun,"['approach, access.', 'environs.']",,,
մատուտակ,noun,"['licorice, gen. et spp.', 'licorice, Glycyrrhiza gen. et spp.']",,,
մատուցել,verb,"['to give.', 'to serve.']",,,
մատչել,verb,"['archaic to approach, to draw near.', '(archaic) to approach, to draw near.', '(computing) to access.']",,,
մար,noun,"['Mede, inhabitant of historical Media.', '(obsolete, nonstandard) Kurd.']",,,
մարաջախտ,noun,"['historical marshal, chief commander.', '(historical) marshal, chief commander.']",,,
մարգ,noun,"['meadow, field.', 'plot, bed (in a garden).']",,,
մարգարե,noun,['prophet.'],,,
մարզիկ,noun,"['sportsman, athlete.']",,,
մարզիչ,noun,"['coach, trainer.']",,,
մարթել,verb,"['archaic, poetic to be able to.', '(archaic, poetic) to be able to.']",,,
մարտիրոս,noun,['martyr.'],,,
մարտկոց,noun,"['military battery coordinated group of artillery.', '(military) battery (coordinated group of artillery).', '(electricity) battery (device for storing electricity).']",,,
մաքառել,verb,"['somewhat, formal to fight, to struggle, to clash.', '(somewhat formal) to fight, to struggle, to clash.', '(somewhat formal) to oppose, to withstand, to resist.']",,,
մաքոք,noun,"[""weaver's shuttle.""]",,,
մաքրել,verb,"['to clean.', 'to brush.', 'to scrub.', 'to peel.']",,,
մեգ,noun,"['fog, haze.']",,,
մեխ,noun,['nail.'],,,
մեծանալ,verb,"['intransitive to grow, to rise, to increase in stature, size, age, etc.', '(intransitive) to grow, to rise, to increase (in stature, size, age, etc.).']",,,
մեծարանք,noun,"['homage, honouring.']",,,
մեծացնել,verb,"['to increase, to enlarge, to amplify, to magnify.', 'to raise, to rear.', 'causative of մեծանալ (mecanal).']",,,
մեկնարկ,noun,"['start, starting point beginning point of a distance race or a process.', 'start, starting point (beginning point of a distance race or a process).']",,,
մեհևանդ,noun,"['bracelet, armlet, bangle.']",,,
մեղ,noun,"['sin, crime.', 'rare form of մեղք (meġkʻ).']",,,
մեղադրել,verb,"['to accuse.', 'to blame.']",,,
մեղանչել,verb,"['to sin, to transgress.']",,,
մեղեխ,noun,"['archaic, literary handle of an axe, adze or a similar tool.', '(archaic, literary) handle of an axe, adze or a similar tool.', '(archaic, literary) mace (weapon).']",,,
մեղու,noun,['bee.'],,,
մեղր,noun,['honey.'],,,
մենամարտ,noun,['duel.'],,,
մեջ,noun,"['in, inside.', 'among, amid.', 'the inside.']",,,
մեռնել,verb,['to die.'],,,
մերկանալ,verb,"['intransitive to undress oneself, to strip, to strip naked.', '(intransitive) to undress oneself, to strip, to strip naked.']",,,
մեքսիկ,noun,"['non-standard, informal Latino, Hispanic.', '(nonstandard, informal) Latino, Hispanic.']",,,
մըշըղուլ,noun,"[', without an etymology and glossing as “mouse-like animal”.', 'weasel.']",,,
մթերանոց,noun,"['pantry, shed, storeroom.']",,,
մժղուկ,noun,['diminutive of մժեղ (mžeġ).'],,,
միանալ,verb,"['intransitive to unite.', '(intransitive) to unite.', '(intransitive) to connect to, to join.', '(intransitive) to be turned on, to go on (about appliances).']",,,
միացնել,verb,"['transitive to join, to unite, to connect.', 'causative of միանալ (mianal).', '(transitive) to join, to unite, to connect.', '(transitive) to switch on, to power up, to enable (to put a device, system or mechanism into operation).']",,,
միզուկ,noun,"['anatomy urethra.', '(anatomy) urethra.']",,,
մինարեթ,noun,['minaret.'],,,
միջակետ,noun,"['the name of the <․> sign, used as a semicolon in Armenian and also for marking abbreviations.']",,,
միջամտել,verb,"['transitive to interfere, intervene, meddle.', '(transitive) to interfere, intervene, meddle.']",,,
միջուկ,noun,"['nucleus.', 'kernel, core.', '(figuratively) essence, core.']",,,
միս,noun,"['meat; flesh.', '(figuratively) pulp (of the fruits).']",,,
միտ,noun,"['alternative form of միտք.', 'alternative form of միտք (mitkʻ).']",,,
միրգ,noun,['fruit.'],,,
մլաղաց,noun,"['archaic miller.', '(archaic) miller.']",,,
մխալ,verb,"['intransitive to give off smoke, to emit smoke.', '(intransitive) to give off smoke, to emit smoke.']",,,
մխել,verb,"['transitive to drive in, thrust, force into.', '(transitive) to drive in, thrust, force into.', '(transitive, metallurgy) to quench (to dip metal in water for hardening).', '(transitive, dialectal) to hurt, to cause emotional pain.', '(transitive, dialectal) to hit.']",,,
մխիթար,noun,"['rare comfort, consolation, solace.', '(rare) comfort, consolation, solace.']",,,
մխիթարել,verb,"['to console, to comfort, to soothe.', 'to encourage, to hearten.', 'to cheer, to uplift, to make happy.']",,,
մխրճել,verb,"['transitive to bury, to thrust.', '(transitive) to bury, to thrust.', '(transitive, figuratively) to shove, to squeeze in, to push in.']",,,
մկնականջ,noun,"['pimpernel, <ref name=Busanun></ref>.', 'pimpernel, Anagallis.', 'forget-me-not, Myosotis.']",,,
մկնաքիս,noun,['an unclean animal variously translated as field mouse or shrewmouse.'],,,
մշակել,verb,"['to treat, process, develop.', 'to cultivate, farm, till.']",,,
մոլախոտ,noun,"['weed any plant unwanted at the place where and at the time when it is growing.', 'weed (any plant unwanted at the place where and at the time when it is growing).']",,,
մոլեգնել,verb,"['intransitive to be angered, enraged, infuriated.', '(intransitive) to be angered, enraged, infuriated.', '(intransitive, figuratively) to be exacerbate, aggravated, exasperated.', '(intransitive, figuratively) to be irritated, annoyed, bothered.', '(intransitive, dated) to be overcome by compulsion or obsession.']",,,
մոլորակ,noun,"['astronomy planet.', '(astronomy) planet.']",,,
մոլորվել,verb,"[""to become lost, to get lost, to lose one's way."", 'to become confused, to get confused.', '(figuratively) to go the wrong way, to follow the wrong path.']",,,
մոմ,noun,"['wax.', 'candle.']",,,
մոշ,noun,"[', recorded as masch.', 'blackberry, dewberry, bramble, Rubus gen. et spp. (berry and shrub).']",,,
մորթել,verb,"['to slaughter, butcher.']",,,
մորմոք,noun,"['grief, sorrow.', 'bitterness, grief.', 'sharp pain.']",,,
մորուք,noun,['beard.'],,,
մուծել,verb,"['transitive to put in.', '(transitive) to put in.', '(transitive) to pay.']",,,
մուկ,noun,"['dialectal forms recorded in dialectological notation.', 'mouse.']",,,
մուղամ,noun,['mugham.'],,,
մույուք,noun,"['dialectal alternative form of մորուք.', '(dialectal) alternative form of մորուք (morukʻ).']",,,
մուրալ,verb,"['to beg, to mendicate, to ask alms.']",,,
մսագործ,noun,['butcher.'],,,
մտագրոհ,noun,"['neologism brainstorming.', '(neologism) brainstorming.']",,,
մտադրել,verb,"['to be intent on doing, to have the intention of doing.']",,,
մտածել,verb,"['to think.', 'to contemplate, to reflect upon.', 'to think, to believe.', 'to intend, to plan.', 'to worry, to be anxious.', 'to have an idea.']",,,
մտահոգել,verb,"['transitive to cause anxiety, to disquiet, to worry.', '(transitive) to cause anxiety, to disquiet, to worry.']",,,
մտապահել,verb,"['to remember, to memorize.']",,,
մտրուկ,noun,"['colt, young male horse.', 'male horse in general.']",,,
մտցնել,verb,"['to introduce, bring.', 'causative of մտնել (mtnel).', 'to include/insert (in).', 'to put/fix (into, in).', 'to poke, thrust, shove, squeeze into.']",,,
մրմունջ,noun,"['low utterance, whisper.', 'whispered lamentation.']",,,
մրջնոց,noun,['anthill.'],,,
մրրկել,verb,"['to storm.', '(figuratively) to worry, to be moved, to be agitated.']",,,
յաղութ,noun,['ruby.'],,,
յասախ,noun,"['dialectal prohibition, ban; attributively prohibited.', '(dialectal) prohibition, ban; (attributively) prohibited.', '(dialectal, attributively) smuggled.', '(dialectal) smuggler.']",,,
յուղ,noun,['oil.'],,,
նաժիշտ,noun,"['archaic maidservant, housemaid.', '(archaic) maidservant, housemaid.', ""(archaic) lady's maid.""]",,,
նախագահ,noun,"['president.', 'chairman.']",,,
նախագիծ,noun,"['plan, design, blueprint.', '(architecture) plan, design, blueprint.', 'project, plan.']",,,
նախագծել,verb,"['transitive to design, to plan.', '(transitive) to design, to plan.']",,,
նախամարդ,noun,"['human-like species preceding anatomically modern humans.', 'prehistoric human, primitive man.', '(Christianity) Adam, the first man.', '(figuratively) savage.']",,,
նախանձել,verb,"['to envy, be envious (of), be jealous (of).']",,,
նախդիր,noun,"['grammar preposition.', '(grammar) preposition.']",,,
