title,part_of_speech,definition,current_etymology,priority
հարնչել,verb,"['archaic to be close to something, to adjoin.', '(archaic) to be close to something, to adjoin.']",,2
հարուստ,adj,"['rich.', 'rich man.']",,2
հարս,noun,"['fiancée.', 'bride.', 'a newlywed woman.', ""daughter-in-law, sister-in-law (the woman in relation t",,1
հարսանիք,noun,['wedding.'],,2
հարվածային գործիք,,['musical instruments percussion instrument.'],,3
հարվածել,verb,"['somewhat, formal to hit, to strike.', '(somewhat formal) to hit, to strike.']",,2
հարց,noun,"['question.', 'question, issue; problem.', 'matter (of), question (of).']",,1
հաց,noun,"['bread.', '(by extension) meal, food, table.', '(figuratively) living, means of subsistence.', 'hon",,1
հեծնել,verb,"['to mount, to ride a horse, a pack animal.', 'to mount, to ride (a horse, a pack animal).']",,2
հեղափոխել,verb,"['transitive to revolutionise.', '(transitive) to revolutionise.']",,3
հեղափոխություն,noun,['revolution.'],,3
հեղինակային իրավունք,,['copyright.'],,3
հեն,noun,"['robber, brigand.', 'band of robbers, gang of brigands.']",,1
հենց,adv,"['right, very, precisely, exactly.', 'only, just, alone.', 'dialectal form of այնպես (aynpes).']",,1
հեշտ,adj,"['easy, not hard, light.']",,1
հեռագիր,noun,"['telegraph.', 'telegram, wire, cable.']",,2
հեռաձայն,noun,"['Western Armenian telephone.', '(Western Armenian) telephone.']",,2
հեռաձայնել,verb,"['to call.', 'to call (by phone).']",,3
հեռել,verb,"['transitive, archaic to set, to mount, to enchase, to stud; to fit in.', '(transitive, archaic) to ",,1
հեռուստադիտող,noun,"['viewer someone who watches television.', 'viewer (someone who watches television).']",,3
հեռուստացմփորիկ,noun,"['Teletubby.', '(humorous, colloquial) short and fat person.']",,3
հետախույզ,adj,"['military scout.', '(military) scout.', 'intelligence officer.', '(geology) prospector.', '(dated) ",,3
հետահար մուրճ,,"['jackhammer, pneumatic drill, road breaker, demolition hammer.']",,3
հետաքրքրել,verb,"['transitive to interest.', '(transitive) to interest.']",,3
հետմահու,adj,"['posthumous.', 'posthumously.']",,2
հետույք,noun,"['buttocks, butt, ass.']",,2
հերթ,noun,"[', derives from.', 'turn.', '(games) turn, move.', 'queue, line.']",,1
հերիք,adv,['enough.'],,1
հերիքել,verb,"['to suffice, last.']",,2
հերկ,noun,"['ploughing, tillage, tilth.', 'ploughed land left fallow.']",,1
հերոսաբար,adv,['heroically.'],,3
հեքիաթ,noun,"['fairy tale, tale.', '(chiefly Western Armenian) story.']",,2
հիասթափ,adj,"['disappointed, let down.']",,2
հիմնադրել,verb,"['to found, establish.']",,3
հիմք,noun,"['Kurdish:.', 'base; basis; foundation.', 'grounds, reason.', '(construction) foundation, base.', '(",,1
հինավուրց,adj,"['ancient, antique.']",,3
հինգ,numeral,['five.'],,1
հինդի,noun,"['Hindi language.', 'Hindi (language).']",,1
հիրավի,particle,"['indeed, in truth, forsooth.']",,2
հիրել,verb,"['archaic to join together.', '(archaic) to join together.', '(archaic) to stretch out, to hold out.",,1
հիւնքեար պէյէնտի,,['an eggplant and lamb dish in Ottoman cuisine.'],,3
հղի,adj,"['pregnant also figuratively.', 'pregnant (also figuratively).']",,1
հյուպատոս,noun,['consul an official residing in major foreign towns to represent and protect the interests of the m,,3
հյուսել,verb,"['to plait, to braid.']",,2
հյուսիս,noun,['north.'],,2
հյուսիսայգ,noun,"['northern lights, aurora borealis.']",,3
հյուր,noun,"['guest, visitor.']",,1
հյուրախաղ,noun,['concert tour.'],,3
հնազանդ,adj,['obedient.'],,2
հնդկերեն,noun,"['any language spoken by natives of India, especially Hindi.']",,2
հնէաբան,noun,"['paleontologist.', '(proscribed) archeologist.']",,2
հնոց,noun,['furnace.'],,1
հոգալ,verb,['to take care (of).'],,1
հոգնակի,adj,"['grammar plural.', '(grammar) plural.']",,2
հոգնել,verb,"['intransitive to become tired, exhausted.', '(intransitive) to become tired, exhausted.']",,2
հոդված,noun,"['article.', '(law) article; clause; paragraph; section.', '(accounting) item.']",,2
հողաթափ,noun,['slipper (shoe).'],,2
հողմածաղիկ,noun,"['anemone, windflower ( genus and species).', 'anemone, windflower (Anemone genus and species).']",,3
հողմաշարժիչ,noun,"['wind engine a wind-driven machine: wind turbine, windmill, wind generator.', 'wind engine (a wind-",,3
հոպնակ,noun,"['wheelbarrow, barrow.']",,2
հոսել,verb,"['intransitive to flow.', '(intransitive) to flow.']",,1
հոսք,noun,"['flow, stream.']",,1
հովազ,noun,"['leopard.', 'leopard, Panthera pardus.']",,1
հոտազերծիչ,adj,"['deodorant.', 'deodorant (odor-controlling substance applied to the underarm to counteract odor fro",,3
հորդել,verb,"['of water to overflow, to abound.', '(of water) to overflow, to abound.']",,2
հորդորակ,noun,"['rare exhortation.', '(rare) exhortation.']",,2
հորթ,noun,['calf.'],,1
հորթուկ,noun,['diminutive of հորթ (hortʻ).'],,2
հորիզոնական,adj,"['horizontal.', 'rank; row.']",,3
հունարեն,adj,"['Greek language.', 'Greek (language).', 'in Greek.', 'Greek (of or pertaining to the language).']",,2
հուռութ,noun,"['magic, charm, enchantment.', 'charm, talisman, amulet.']",,2
հուռութք,noun,"['alternative form of հուռութ.', 'alternative form of հուռութ (huṙutʻ).']",,2
հուսալքել,verb,"['to discourage, to dispirit (to make someone lose or abandon hope).']",,3
հպարտ,adj,['proud.'],,1
հսկա,adj,"['giant.', '(figuratively) very big person.', 'gigantic, giant.']",,1
հստակ,adj,"['clean, clear, serene.', 'limpid, lucid, unclouded.', 'certain, sure.', '(figuratively, of a sound ",,1
հրաձգել,verb,"['transitive, rare to shoot a firearm.', '(transitive, rare) to shoot a firearm.']",,2
հրասախ,noun,['parasang.'],,2
հրավեր,noun,['invitation.'],,2
հրավիրել,verb,"['transitive to invite.', '(transitive) to invite.']",,2
հրատապ,adj,"['urgent, pressing.', '(dated) ardent, burning.']",,2
հրատարակել,verb,"['transitive to publish to issue (something, such as printed work) for distribution and/or sale.', '",,3
ձայնորդ,noun,"['phonetics sonorant.', '(phonetics) sonorant.']",,2
ձավար,noun,"['Kurdish:.', 'cracked wheat groats (raw or cooked).']",,1
ձգողականություն,noun,"['attraction the tendency to attract.', 'attraction (the tendency to attract).', '(physics) gravity.",,3
ձգտան,noun,"['.ogg|a=Eastern Armenian}}.', 'tendon, sinew.']",,1
ձելկվա բոխատերև,,['Caucasian zelkova.'],,3
ձեռ,noun,"['colloquial, dialectal alternative form of ձեռք.', '(colloquial, dialectal) alternative form of ձեռ",,1
ձեռ առնել,,"['idiom, colloquial to deride, mock, ridicule, laugh at.']",,3
ձեռնոց,noun,['glove.'],,2
ձեռքսեղմում,noun,"['handshake grasping of hands by two people.', 'handshake (grasping of hands by two people).']",,3
ձիագող,noun,['horse thief.'],,2
ձիաուժ,noun,['horsepower.'],,2
ձիավոր,adj,"['horseman, rider.', 'riding a horse, mounted.']",,2
ձիթայուղ,noun,['olive oil.'],,2
ձմեռ,noun,['winter.'],,1
ձմեռել,verb,"['to winter, to spend the winter.']",,2
ձյութ,noun,"['pitch a dark, extremely viscous material remaining in still after distilling crude oil and tar.', ",,1
ձյունատախտակ,noun,"['rare, neologism snowboard.', '(rare, neologism) snowboard.']",,3
ձուկ,noun,"['fish.', '(anatomy) calf muscle (triceps surae).', '(dialectal) a lightning flashing far on the hor",,1
ձվածեղ,noun,"['omelette.', 'fried egg.']",,2
ձև,noun,"['form; shape; pattern.', 'way, method.', '(grammar) form.']",,1
ձևավոր չմշկասահք,,['figure skating.'],,3
ձևավորել,verb,"['transitive to form, mould, shape.', '(transitive) to form, mould, shape.']",,2
ղալմաղալ,noun,"['noise, confusion, tumult, uproar.']",,2
ղամիշ,noun,"['reed.', '(figurative, vulgar) dick, cock (penis).']",,1
ղայիշ,noun,"['leather belt.', 'thong, strip of leather.']",,1
ղանձիլ,noun,"['In the territory of the Republic of Armenia encountered in Lori and Tavush provinces.', 'ramsons, ",,2
ղավ,noun,"['tinder, touchwood.']",,1
ղափաղ,noun,"['lid, cover.']",,1
ղեկավար,noun,"['leader; manager; chief; head; director.', '(nautical, rare) steersman, helmsman.']",,2
ղրկել,verb,"['alternative form of ուղարկել.', 'Western Armenian and dialectal form of ուղարկել (uġarkel).']",,1
ճահիճ,noun,"['swamp, marsh.', '(figuratively) stagnation.']",,1
ճաղատություն,noun,['baldness.'],,3
ճամփել,verb,"['to send, to dispatch.', 'to see off, to send off.', '(figuratively) to set free, to liberate.']",,2
ճամփորդել,verb,['to travel.'],,3
ճանապարհային նշան,,['road sign.'],,3
ճանապարհել,verb,['to see off.'],,3
ճաշակին ընկեր չկա,,"[""there's no accounting for taste.""]",,3
ճարահատել,verb,"['to despair, to be hopeless, to be helpless.', 'to be forced, to be constrained.']",,3
ճարել,verb,"['to procure, obtain, get usually with difficulty.', 'to procure, obtain, get (usually with difficul",,1
ճարմանդ,noun,"['buckle, clasp.', 'cufflink.']",,2
ճաքել,verb,"['intransitive to crack, to split.', '(intransitive) to crack, to split.', '(intransitive, slang) to",,1
ճեմել,verb,"['to stroll, to saunter.']",,1
ճիշդ,adj,"['Western Armenian alternative form of ճիշտ.', '(Western Armenian) alternative form of ճիշտ (čišt).'",,1
ճնճղուկ,noun,['sparrow.'],,2
ճնշում,noun,"['pressure.', '(colloquial) ellipsis of արյան ճնշում (aryan čnšum, “blood pressure”).']",,2
ճշգրիտ,adj,"['exact, precise, accurate.']",,2
ճոպանուղի,noun,"['cableway, ropeway.']",,3
ճոռոմախոսել,verb,"['to speak or write in a style that is inflated, embellished, ornate, elevated.']",,3
ճռել,adj,"[', incorrectly glossing as “naive” and unaware of the origin.', '(of eyes) multicolored and with wh",,1
ճռճռալ,verb,"['to squeak, creak.']",,2
ճփնի,noun,"['Based on the attestation in Galen, some sources identify with camomile.<ref></ref><ref></ref><ref>",,1
մագլցել,verb,"['to climb as with claws or talons, like birds and cats.', 'to climb (as with claws or talons, like ",,2
մագնիս,noun,['magnet.'],,2
մազաթափ,adj,"[""balding or bald, having lost one's hair.""]",,2
մազալու,,"['colloquial, dialectal funny, comical.']",,2
մաթեմ,noun,"['slang mathematics as a school subject.', '(slang) mathematics (as a school subject).']",,1
մաթրիքս,noun,"['alternative form of մատրիցա.', 'alternative form of մատրիցա (matricʻa).']",,2
մալինա,noun,"['raspberry fruit and shrub.', 'raspberry (fruit and shrub).']",,2
մական,noun,"['staff, stick, baton.', 'sceptre.', '(sports) hockey stick.']",,1
մականուն,noun,"['nickname.', '(Western Armenian) surname, last name.']",,2
մակարոն,noun,"['macaroni, pasta, spaghetti.']",,2
մակույկ,noun,['boat.'],,2
մահջոնգ,noun,['mahjong.'],,2
մաղթել,verb,['to wish something to someone.'],,2
մամելյուկ,noun,"['alternative form of մամլուք.', 'alternative form of մամլուք (mamlukʻ).']",,3
մամլուք,noun,"['historical mameluke.', '(historical) mameluke.']",,2
մամոնտ,noun,['mammoth.'],,2
մամուռ,noun,['moss.'],,2
մայրեհավ,noun,"['grouse bird of the subfamily<ref></ref>.', 'grouse (bird of the subfamily Tetraoninae).']",,2
ման,noun,"['spinning the process of converting fibres into yarn or thread.', 'spinning (the process of convert",,1
մանաթ,noun,"['manat currency of Azerbaijan.', 'manat (currency of Azerbaijan).']",,1
մանգո,noun,"['mango fruit.', 'mango (fruit).']",,1
մանթի,noun,['manti.'],,1
մանիշակ,noun,"['alternative form of մանուշակ.', 'alternative form of մանուշակ (manušak).']",,2
մանկապարտեզ,noun,['kindergarten.'],,3
մանկասայլակ,noun,"['somewhat, formal baby carriage, stroller, pushchair.', '(somewhat formal) baby carriage, stroller,",,3
մանկատուն,noun,"[""children's home, orphanage.""]",,3
մանուկ,noun,"['baby, infant; child.']",,2
մանրամասնություն,noun,"['circumstance.', 'detail.']",,3
մառախուղ,noun,"['fog, mist.']",,2
մաս,noun,"['part, piece; bit, morsel.', 'share, lot, portion.', '(Christianity) holy or hallowed bread, commun",,1
մասկա,noun,['mask.'],,1
մասոն,noun,['Freemason.'],,1
մասրենի,noun,"['rose, Rosa,<ref></ref> especially dog rose, shrub.', 'rose, Rosa, especially dog rose, Rosa canina",,2
մատակարարել,verb,"['transitive to provide, to supply, to purvey.', '(transitive) to provide, to supply, to purvey.']",,3
մատակարարում,noun,"['supply, delivery.']",,3
մատերիալիզմ,noun,"['philosophy materialism.', '(philosophy) materialism.']",,3
մատչել,verb,"['archaic to approach, to draw near.', '(archaic) to approach, to draw near.', '(computing) to acces",,2
մարաթի,noun,"['Marathi language.', 'Marathi (language).']",,2
մարգ,noun,"['meadow, field.', 'plot, bed (in a garden).']",,1
մարգարե,noun,['prophet.'],,2
մարզպան,noun,"['historical marzban.', '(historical) marzban.']",,2
մարթել,verb,"['archaic, poetic to be able to.', '(archaic, poetic) to be able to.']",,2
մարմին,noun,"['body.', '(physics) body, material object.', 'body, agency, authority.', '(dead) body, corpse.']",,2
մարմնավորում,noun,"['embodiment, incarnation, personification.']",,3
մարշրուտկա,noun,"['informal, transport marshrutka, minibus, fixed route taxi.', '(informal, transport) marshrutka, mi",,3
մարտարվեստ,noun,['martial art.'],,3
մաքուր,adj,['clean; pure; genuine.'],,2
մաքոք,noun,"[""weaver's shuttle.""]",,1
մաքրություն,noun,"['cleanliness, tidiness.', 'purity.']",,3
մեբել,noun,['furniture.'],,1
մեգ,noun,"['fog, haze.']",,1
մեծատառ,adj,"['capital letter, capital, uppercase letter.', 'capital, uppercase (of letters).']",,2
մեկնարկ,noun,"['start, starting point beginning point of a distance race or a process.', 'start, starting point (b",,2
