Title	Complement	POS_1	Definition_1	POS_2	Definition_2	POS_3	Definition_3	POS_4	Definition_4	POS_5	Definition_5	POS_6	Definition_6	POS_7	Definition_7	POS_8	Definition_8	POS_9	Definition_9	POS_10	Definition_10	POS_11	Definition_11	POS_12	Definition_12	POS_13	Definition_13	POS_14	Definition_14	POS_15	Definition_15	POS_16	Definition_16
ԲՌՆԱԳՈՅՆ			Հզօրագոյն; զօրագոյն																														
ԲՌՆԱԴԱՏ			Բռնաւոր; բռնակալ																														
ԲՌՆԱԴԱՏԵՄ			"<a href=""./?s=Հարկ"">Հարկ առնել</a>; Հարկաւորեմ; Հարկեցուցանեմ; ստիպեմ"		Հարստահարեմ; բռնաբարեմ		Լլկեմ																										
ԲՌՆԱԴԱՏԻՉ			Բռնադատու; բռնազբօսիկ																														
ԲՌՆԱԴԱՏՈՂԱԿԱՆ			Հարկաւորական; Հարկաւորացուցիչ																														
ԲՌՆԱԴԱՏՈՒ			cf. ԲՌՆԱԴԱՏԻՉ																														
ԲՌՆԱԴԱՏՈՒԹԻՒՆ			Բռնութիւն; Հարկ																														
ԲՌՆԱԶԲՕՍԱԲԱԲ			ԲՌՆԱԲԱՐ																														
ԲՌՆԱԶԲՕՍԵՄ			Բռնաբարեմ; բռնադատեմ																														
ԲՌՆԱԶԲՕՍԻԿ			cf. ԲՌՆԱԴԱՏԻՉ																														
ԲՌՆԱԶԲՕՍՈՒԹԻՒՆ			Բռնադատութիւն; բռնութիւն; Հարստահարութիւն																														
ԲՌՆԱԼԻՐ			Լիաբուռն																														
ԲՌՆԱԿԱԼ			Բռնաւոր; բռնակալու																														
ԲՌՆԱԿԱԼԵՄ			"<a href=""./?s=Բռնակալ"">Բռնակալ լինիմ</a>; բռնանամ; իշխեմ; տիրեմ; ունիմ; նուաճեմ"																														
ԲՌՆԱԿԱԼՈՒ			cf. ԲՌՆԱԿԱԼ																														
ԲՌՆԱԿԱԼՈՒԹԻՒՆ			Տէրութիւն; բնաւորութիւն; Հարստահարութիւն																														
ԲՌՆԱԿՌԻՒ			Կռփամարտիկ																														
ԲՌՆԱՀԱՐԵՄ			Ըմբռնեմ; ունիմ; բռնադատեմ																														
ԲՌՆԱՀԱԲՈՒԹԻՒՆ			Ըմբռնումն		Առիթ																												
ԲՌՆԱՁԻԳ			Տառապեցուցիչ; չարչարիչ																														
ԲՌՆԱՄԱՀ			Դժուարամահ		Սպանեալ; անձնասպան																												
ԲՌՆԱՄԱՐՏ			Բռնամարտիկ; ըմբիշ																														
ԲՌՆԱՄԱՐՏԻԿ			Կռփամարտիկ		Նահատակ																												
ԲՌՆԱՆԱՄ			Բռնակալեմ; գոռոզանամ; Հարստահարեմ; յաղթահարեմ																														
ԲՌՆԱՏԵՂ			Մեղեխ; ունկունք																														
ԲՌՆԱՐԿԵՄ			"<a href=""./?s=Բուռն"">Բուռն հարկանել</a>; ձեռնարկեմ; սկսանեմ"																														
ԲՌՆԱՒՈՐ			Բռնակալ		Բուռն; սաստիկ; ուժգին; զօրաւոր																												
ԲՌՆԱՒՈՐԱԲԱՐ			Բռնաւորութեամբ; բռնաբար																														
ԲՌՆԱՒՈՐԵՄ			Բռնադատեմ; Հարկաւորեմ; ստիպեմ		Բռնակալեմ; բռնանամ																												
ԲՌՆԱՒՈՐՈՒԹԻՒՆ			Բռնակալութիւն; բռնութիւն; Հարստութիւն																														
ԲՌՆԱՔԱՐ			cf. ՎԻՐԳ																														
ԲՌՆԵՄ			Ի բուռն առնուլ; ունիմ; ըմբռնեմ; արգելում																														
ԲՌՆԻ			cf. ԲՌՆԱԲԱՐ																														
ԲՌՆԻՒ			cf. ԲՌՆԱԲԱՐ																														
ԲՌՆԽԷԹՔ			Կոփումն; կռփանք																														
ԲՌՆՈՒԹԻՒՆ			Բռնաւորութիւն; ուժաւորութիւն; բռնադատութիւն; Հարստահարութիւն; Հարկ		Սաստկութիւն; ուժգնութիւն																												
ԲՌՆՈՒՄՆ			Ըմբռնումն																														
ԲՌՆՑԻ			Մուրցացի																														
ԲՌՇՈՊ			Խռովայոյզ; խառնակ																														
ԲՏԵՄ			Պարարեմ; բուծանեմ																														
ԲՐԱԲԻՈՆ			Յաղթանակ; մրցանակ; պսակ																														
ԲՐԱԾԵԾ			Գանածեծ																														
ԲՐԱԾՈՅ			Հաստահիմն																														
ԲՐԱՒՈՐ			cf. ՇԵՐՏԱՒՈՐ																														
ԲՐԴԱԶԳԵԱՑ			cf. ԱՍՈՒԵՂ																														
ԲՐԴԵԱՅ			Ասուի																														
ԲՐԴԵՄ			Բեկանեմ; փշրեմ; մանրեմ		Տեղամ																												
ԲՐԵՄ			Փորեմ; պեղեմ; քանդեմ																														
ԲՐԷՏ			Իշամեղու																														
ԲՐԻՉ			Հողաբիր; մարկեղ; փայտատ																														
ԲՐՈՒՏ			Կաւագործ; խեցագործ																														
ԲՐՏԱՆԱՄ			Խստանամ; կարծրանամ		Պաղիմ; սառչիմ; ընդարմանամ; փայտանամ																												
ԲՐՏԵԱՅ			Կաւեայ; կաւեղէն; խեցեղէն																														
ԲՐՏԵՐԱԽ			cf. ԽՍՏԵՐԱԽ																														
ԲՐՏՈՒԹԻՒՆ			Խստութիւն; կարծրութիւն; պնդութիւն																														
ԲՔԱԲԵՐ			Բքարար; բքայոյզ																														
ԲՔԱԽԵՂԴ			Ձիւնախեղդ																														
ԲՔԱՅՈՅԶ			Բքայորդոր																														
ԲՔԱՅՈՐԴՈՐ			cf. ԲՔԱՅՈՅԶ																														
ԲՔԱՐԱՐ			cf. ԲՔԱԲԵՐ																														
ԲՕԹ			Գոյժ; գուժիւն																														
ԲՕԹԱԲԵՐ			Գուժաբեր; գուժկան; գուժաւոր																														
ԳԱԲԵՂԷՆ			Եբիճաղ																														
ԳԱԳԱԹՆ			Կատար; Գլուխ; Ծայր		Գանգ; Կառափն																												
ԳԱԳԱԹՆԱԳԱՇ			Սաղաւարտ																														
ԳԱԳԱԹՆԱՆԱՄ			Վերանամ																														
ԳԱԳԱՇԻՄ			Գարգաշիմ; Ցնորիմ; Բանդագուշիմ; Աղճատիմ; Ցնդիմ																														
ԳԱԳԱՇՈՏ			Գարգաշեալ; Պագչոտ																														
ԳԱԳԻՇ			Բարդ; Օրան; Կալ																														
ԳԱԶԱԽ			cf. ԱՃԻՒՆ																														
ԳԱԶԱՂ			cf. ԱՃԻՒՆ																														
ԳԱԶԱՂԱՆԱՄ			Մոխրիմ; Պապանձիմ																														
ԳԱԶԱՆ			Երէ		Փիղ																												
ԳԱԶԱՆԱԲԱՐ			Գազանապէս; Վայրենաբար																														
ԳԱԶԱՆԱԲԱՐՈՅ			Վայրենի; Կատաղի; Վայրագ; Մոլեգին		Գազանային																												
ԳԱԶԱՆԱԲԱՐՈՅՈՒԹԻՒՆ			Անգթութիւն; Կատաղութիւն; Վայրագութիւն																														
ԳԱԶԱՆԱԲԵԿ			Գազանագէշ; Գազանածախ; Գազանակուր																														
ԳԱԶԱՆԱԳԷՇ			cf. ԳԱԶԱՆԱԲԵԿ																														
ԳԱԶԱՆԱԳՈՅՆ			Վայրենագոյն; Դժնդակագոյն		Սաստկագոյն																												
ԳԱԶԱՆԱԴԷՄ			cf. ԳԱԶԱՆԱԿԵՐՊ																														
ԳԱԶԱՆԱԽԱՌՆ			Կիսագազան																														
ԳԱԶԱՆԱԾԱԽ			cf. ԳԱԶԱՆԱԲԵԿ																														
ԳԱԶԱՆԱԿԱՆ			Գազանային; Վայրենի; Մոլեգին		Գազանանման																												
ԳԱԶԱՆԱԿԵՐ			cf. ԳԱԶԱՆԱԿՈՒՐ																														
ԳԱԶԱՆԱԿԵՐՊ			Գազանադէմ; Գազանանման; Գազանաձեւ; Գազանատեսակ; Գազանօրէն																														
ԳԱԶԱՆԱԿՈՒՏ			cf. ԳԱԶԱՆՈՒՏ																														
ԳԱԶԱՆԱԿՈՒՐ			Գազանակեր; գազանաբեկ																														
ԳԱԶԱՆԱԿՌԻՒ			cf. ԳԱԶԱՆԱՄԱՐՏԻԿ																														
ԳԱԶԱՆԱՁԵՒ			cf. ԳԱԶԱՆԱԿԵՐՊ																														
ԳԱԶԱՆԱՄԱՐՏ			Գազանամարտութիւն		cf. ԳԱԶԱՆԱՄԱՐՏԻԿ																												
ԳԱԶԱՆԱՄԱՐՏԻԿ			Գազանամարտ; Գազանակռիւ																														
ԳԱԶԱՆԱՄԱՐՏՈՒԹԻՒՆ			cf. ԳԱԶԱՆԱՄԱՐՏ																														
ԳԱԶԱՆԱՄԻՏ			Վայրենամիտ; Գազանաբարոյ; Գազանական; Մոլեգին																														
ԳԱԶԱՆԱՄՏՈՒԹԻՒՆ			Գազանութիւն; Վայրագութիւն; Կատաղութիւն																														
ԳԱԶԱՆԱՅԻՆ			cf. ԳԱԶԱՆԱԿԱՆ																														
ԳԱԶԱՆԱՆԱՄ			Վայրենանամ; վայրագանամ; կատաղիմ; մոլեգնիմ; սրտմտիմ																														
ԳԱԶԱՆԱՆՄԱՆՄ			cf. ԳԱԶԱՆԱԿԵՐՊ																														
ԳԱԶԱՆԱՊԷՍ			cf. ԳԱԶԱՆԱԲԱՐ																														
ԳԱԶԱՆԱՍԻՐՏ			Վայրագ; անգութ																														
ԳԱԶԱՆԱՏԵՍԱԿ			cf. ԳԱԶԱՆԱԿԵՐՊ																														
ԳԱԶԱՆԱՑՈՒՑԱՆԵՄ			Վայրենացուցանեմ; Կատաղեցուցանեմ																														
ԳԱԶԱՆԵՄ			cf. ԳԱԶԱՆԱՆԱՄ																														
ԳԱԶԱՆԵՑՈՒՑԱՆԵՄ			cf. ԳԱԶԱՆԱՑՈՒՑԱՆԵՄ																														
ԳԱԶԱՆՈՒԹԻՒՆ			Գազանաբարոյութիւն; Անգթութիւն; Կատաղութիւն; Սրտմտութիւն																														
ԳԱԶԱՆՈՒՏ			Գազանակուտ																														
ԳԱԶԱՆՕՐԷՆ			cf. ԳԱԶԱՆԱԿԵՐՊ																														
ԳԱԶԵՐԲՈՒԱԿ			Գոյիբուակ																														
ԳԱԶՊԷՆ			Մանանայ																														
ԳԱԶԱՊԷՆ			Մանանայ																														
ԳԱՄ	եկի		Եկաւորիմ																														
ԳԱԼԱՐԵՄ			Ոլորեմ; Բոլորեմ; Փաթութեմ		Գելում																												
ԳԱԼԱՐԵՑՈՒՑԱՆԵՄ			cf. ԳԱԼԱՐԵՄ																														
ԳԱԼԱՐՈՒՄՆ			Ոլորումն; Ոլոր																														
ԳԱԼԼՈՍ			Ներքինի																														
ԳԱԼՈՒՍՏ			Եկաւորութիւն; Եկելութիւն																														
ԳԱԿՆՈՒՄ			Հպատակեմ																														
ԳԱՀ			Բեմ; Բեմբ		Աթոռ; Բազմոց		Բարձ; Պատիւ; Իշխանութիւն		Գար; Վախ; Գահաւանդ; Րարձրաւանդակ																								
ԳԱՀԱԳԼԽՈՒԹԻՒՆ			Գահերէցութիւն																														
ԳԱՀԱԳԼՈՒԽ			Գահերէց; Նախապատիւ		Գահագլխութիւն; Գահերիցութիւն																												
ԳԱՀԱԿ			Աղխ; Օղ; Լամբ																														
ԳԱՀԱԿԱԼ			Թագաւոր; իշխան; պետ		Փոխանորդ																												
ԳԱՀԱԿԱԼԵՄ			Աթոռանամ; թագաւորեմ																														
ԳԱՀԱԿԱԼՈՒԹԻՒՆ			Իշխանութիւն																														
ԳԱՀԱԿԱՅՈՒԹԻՒՆ			Գահակալութիւն																														
ԳԱՀԱԿԱՐԳԵՄ			Գահանստեմ																														
ԳԱՀԱԿԻՑ			cf. ԱԹՈՌԱԿԻՑ																														
ԳԱՀԱԿՑՈՒԹԻՒՆ			cf. ԱԹՈՌԱԿՑՈՒԹԻՒՆ																														
ԳԱՀԱՄԵԾԱՐ			Պատուաւոր																														
ԳԱՀԱՆՇԱՆ			Թագաւորազն																														
ԳԱՀԱՆՍՏԻՄ			cf. ԳԱՀԱԿԱՐԳԻՄ																														
ԳԱՀԱՍԻՐՈՒԹԻՒՆ			Իշխանասիրութիւն																														
ԳԱՀԱՎԷԺ			Գարահոս; Դարավէժ; Քարավէժ																														
ԳԱՀԱՎԻԺԵՄ			"<a href=""./?s=Գահավէժ"">Գահավէժ առնել</a>"																														
ԳԱՀԱՎԻԺՈՒԹԻՒՆ			Քարավիժութիւն		Գահաւանդ; Գահաւանդակ; Գահ; Դար																												
ԳԱՀԱՒԱՆԴ			cf. ԳԱՀԱՒԱՆԴԱԿ																														
ԳԱՀԱՒԱՆԴԳԱԿ			Գահաւանդ; Բարձունք; Գահ; Դար; Վախ																														
ԳԱՀԱՒՈՐ			Գահաւորակ; Դեսպակ																														
ԳԱՀԱՒՈՐԱԿ			Գահոյք; Դեսպակ		Կասկարայ																												
ԳԱՀԱՒՈՐՈՒԹԻՒՆ			Գահմունք																														
ԳԱՀԵՂՈՒԹԻՒՆ			Գահաւորութիւն																														
ԳԱՀԵՐԷՑ			Նախագահ		Նախապատիւ																												
ԳԱՀԵՐԷՑԱԳՈՅՆ			Աւագագոյն; Աւագամեծար; Նախամեծար																														
ԳԱՀԻՐԻՑԱԳՈՅՆ			Աւագագոյն; Աւագամեծար; Նախամեծար																														
ԳԱՀԵՐԷՑՈՒԹԻՒՆ			cf. ԳԱՀԵՐԻՑՈՒԹԻՒՆ																														
ԳԱՀԵՐԻՑՈՒԹԻՒՆ			Նախագահութիւն Նախապատուութիւն; Աւագութիւն		Գահասիրութիւն																												
ԳԱՀԻՐԻՑՈՒԹԻՒՆ			cf. ԳԱՀԵՐԻՑՈՒԹԻՒՆ																														
ԳԱՀԸՆԿԱԼ			cf. ԳԱՀԱԿԱԼ																														
ԳԱՀԸՆԿԱԼԵՄ			cf. ԳԱՀԱԿԱԼԵՄ																														
ԳԱՀԻՆՔ			Գահաւանդք; Անդունդք																														
ԳԱՀՄՈՒՆՔ			cf. ԳԱՀԱՒՈՐՈՒԹԻՒՆ																														
ԳԱՀՈՂ			Թակարդ																														
ԳԱՀՈՅԱՆԻ			ԳԱՀՈՅՔ																														
ԳԱՀՈՅՔ			Գահ		Գահաւորակ; Տախտ; Մահիճք		Գեսպակ; Պատգարակ; Ժանուար																										
ԳԱՂԱՏՈՍ			Քարահատ; Քարագործ																														
ԳԱՂԱՓԱՐ			Տիպ; Նախատիպ		Օրինակ; Պատկեր; Նմանութիւն; Յարացոյց																												
ԳԱՂԱՓԱՐԵՄ			Տպաւորեմ; Օրինակեմ; Նմանեցուցանեմ; Ձեւացուցանեմ																														
ԳԱՂԱՓԱՐՈՒԹԻՒՆ			Տպաւորութիւն; Նմանութիւն; Օրինակ; Կերպ																														
ԳԱՂԹ			Չու; Գաղութ; Գաղթականութիւն; Վտարանդութիւն; Տարաբնակութիւն; Բնակափոխութիւն; Պանդխտութիւն; Փախուստ; Գերութիւն; Հատուած																														
ԳԱՂԹԱԿԱՆ			Վտարանդի; պանդուխտ; բացաբնակ		Գաղթ; Հատուած																												
ԳԱՂԹԱԿԱՆՈՒԹԻՒՆ			cf. ԳԱՂԹ																														
ԳԱՂԹԵՄ			Վտարեմ; Տարագրեմ																														
ԳԱՂԹԻՄ			"<a href=""./?s=Չու"">Չու առնել</a>; <a href=""./?s=Չու"">Ի չու անկանել</a>; Չուեմ; <a href=""./?s=Հատուած"">Հատուած գնալ</a>; Հատուածիմ; Վտարանգիմ; Մեկնիմ; <a href=""./?s=Խոյս"">Խոյս տալ</a>"																														
ԳԱՂՋՆ			Քաղ																														
ԳԱՂՈՒԹ			cf. ԳԱՂԹ																														
ԳԱՂՋ			Եղկ																														
ԳԱՂՋԱՑՈՒՑԱՆԵՄ			Եղկացուցանեմ																														
ԳԱՂՏ			Գաղտաբար; Գողարար; Ի ծածուկ; Ծածկաբար; Գաղտուկ; Զանխլաբար; Լռելեայն		Գաղտնի; Ծածուկ																												
ԳԱՂՏԱԲԱՐ			cf. ԳԱՂՏ																														
ԳԱՂՏԱԳՈՂԱՑԵԱԼ			ԳԱՂՏԱԳՈՂԻ																														
ԳԱՂՏԱԳՈՂԱՑԻ			cf. ԳԱՂՏԱԳՈՂԻ																														
ԳԱՂՏԱԳՈՂԻ			Գողաբար; Գողօրէն; Ծածկաբար; Ի թաքուն; Լռիկ																														
ԳԱՂՏԱԿԵՐ			Գաղտնակուր																														
