title,part_of_speech,definition,suggested_etymology,source,notes,likely_origin
յասախ,noun,"['dialectal prohibition, ban; attributively prohibited.', '(dialectal) prohibition, ban; (attributively) prohibited.', '(dialectal, attributively) smuggled.', '(dialectal) smuggler.']",,,,Unknown
յուղ,noun,['oil.'],,,,Unknown
նաժիշտ,noun,"['archaic maidservant, housemaid.', '(archaic) maidservant, housemaid.', ""(archaic) lady's maid.""]",,,,Unknown
նախագահ,noun,"['president.', 'chairman.']",,,,Unknown
նախագիծ,noun,"['plan, design, blueprint.', '(architecture) plan, design, blueprint.', 'project, plan.']",,,,Unknown
նախագծել,verb,"['transitive to design, to plan.', '(transitive) to design, to plan.']",,,,Unknown
նախամարդ,noun,"['human-like species preceding anatomically modern humans.', 'prehistoric human, primitive man.', '(Christianity) Adam, the first man.', '(figuratively) savage.']",,,,Unknown
նախանձել,verb,"['to envy, be envious (of), be jealous (of).']",,,,Unknown
նախդիր,noun,"['grammar preposition.', '(grammar) preposition.']",,,,Unknown
նահանջել,verb,"['intransitive to retreat, to fall back, to recede, to withdraw especially militarily.', '(intransitive) to retreat, to fall back, to recede, to withdraw (especially militarily).']",,,,Unknown
նահապետ,noun,['patriarch.'],,,,Unknown
նայել,verb,"['intransitive to look.', '(intransitive) to look (at).']",,,,Unknown
նավ,noun,"['ship.', '(dialectal) mill race.', '(dialectal) gutter.', '(dialectal) tube.', '(dialectal) basin or drain of a fountain.', '(dialectal) trough.']",,,,Unknown
նաֆար,noun,"['soul, person in counting people.', 'soul, person (in counting people).']",,,,Unknown
նեխուր,noun,"['celery, <ref></ref>.', 'celery, Apium.']",,,,Unknown
նեղանալ,verb,"['to become narrow.', 'to become sullenly silent out of anger or offence, to start sulking.', 'to take offence / umbrage, to be / feel hurt.']",,,,Unknown
նետաձիգ,noun,"['archer, bowman.']",,,,Unknown
նետել,verb,"['transitive to throw, to cast.', '(transitive) to throw, to cast.']",,,,Unknown
նետընկեց,noun,"['bowshot distance that the arrow can travel.', 'bowshot (distance that the arrow can travel).']",,,,Unknown
ներարկել,verb,['to inject.'],,,,Unknown
ներբող,noun,"['eulogy, praise, encomium, panegyric.']",,,,Unknown
ներգաղթ,noun,['immigration.'],,,,Unknown
ներկ,noun,['paint; dye.'],,,,Unknown
ներց,noun,"['rare European mink.', '(rare) European mink, Mustela lutreola.']",,,,Unknown
նեցուկ,noun,"['support, rest, prop.']",,,,Unknown
նժույգ,noun,"['a quality horse used for riding: riding horse, saddle horse, steed, thoroughbred.', '(poetic) steed.', '(gymnastics) vault, vaulting horse, horse.']",,,,Unknown
նինջ,noun,"['light sleep, slumber, dozing.', 'sleep.']",,,,Unknown
նիրհել,verb,"['to sleep lightly, nap, doze, slumber.', 'to sleep.']",,,,Unknown
նկատել,verb,"['to note.', 'to notice.', '(Western Armenian) to consider, to regard.']",From Old Armenian նկատել,,,Armenian
նկարել,verb,"['to draw, to depict, to paint.', 'to photograph.', 'to shoot (a video).']",,,,Unknown
նկրտել,verb,"['literary to strive for, endeavour.', '(literary) to strive for, endeavour.']",,,,Unknown
նյարդ,noun,['nerve.'],,,,Unknown
ննջել,verb,"['to slumber, doze.', 'to sleep.']",,,,Unknown
նշանակել,verb,"['transitive to mean, signify, denote.', '(transitive) to mean, signify, denote.', '(transitive) to appoint, nominate, install, designate.', '(transitive) to designate, denote, call, label.', '(transitive) to appoint, assign, fix, set.', '(transitive) to grade, give a mark.', '(transitive) to prescribe.']",,,,Unknown
նշանել,verb,"['transitive to engage, betroth.', '(transitive) to engage, betroth.', '(transitive, rare) to mark.']",,,,Unknown
նշմարել,verb,"['to notice; to glimpse.', 'to identify; to detect.']",,,,Unknown
նշույլ,noun,"['flash, ray.', '(figuratively) small part, grain, gleam, flicker.']",,,,Unknown
նողկալ,verb,"['to be disgusted; to loathe, to detest.']",,,,Unknown
նոպա,noun,"['medicine fit, attack.', '(medicine) fit, attack.']",,,,Unknown
նորոգել,verb,"['transitive to repair, to mend.', '(transitive) to repair, to mend.', '(transitive) to put in a better condition; to regenerate, to reform.']",,,,Unknown
նու,noun,"['the name of the Armenian letter ն.', 'the name of the Armenian letter ն (n).', '(archaic) daughter-in-law.', ""(archaic) sister-in-law (brother's wife).""]",From Old Armenian նու,,,Armenian
նուռ,noun,"['pomegranate fruit.', 'pomegranate (fruit).']",,,,Unknown
նպաստել,verb,"['to help, to assist, to contribute.', 'to be helpful, useful, beneficial.']",,,,Unknown
նպատակ,noun,"['aim point intended to be hit.', 'aim (point intended to be hit).', 'aim (intention or purpose).']",,,,Unknown
նպար,noun,"['victuals, groceries.']",,,,Unknown
նռնակ,noun,"['grenade, hand grenade.']",,,,Unknown
նվագ,noun,"['the playing of a musical instrument.', 'melody, tune.', 'an instance or occurrence, time.']",,,,Unknown
նվագել,verb,['to play an instrument.'],,,,Unknown
նվաճել,verb,"['transitive to conquer.', '(transitive) to conquer.', '(transitive) to achieve; to gain; to win.']",,,,Unknown
նվիրակ,noun,"['legate of the catholicos.', 'nuncio of the pope.', 'envoy of a monastery sent to collect gifts or first fruits.', '(historical, Ancient Rome) legate.']",,,,Unknown
նվիրել,verb,"['transitive to present, donate, gift.', '(transitive) to present, donate, gift.', '(transitive) to dedicate, devote.']",,,,Unknown
նքողել,verb,"['rare.', '(rare) synonym of նքթել (nkʻtʻel).', '(rare) synonym of չորանալ (čʻoranal).']",,,,Unknown
շահ,noun,"['benefit, profit, gain.', 'interest.', 'shah.']",,,,Unknown
շաղկապ,noun,"['rare that which binds together, bond.', '(rare) that which binds together, bond.', '(grammar) conjunction.']",,,,Unknown
շառաչել,verb,"['intransitive to ring, to chime, to clink.', '(intransitive) to ring, to chime, to clink.', '(intransitive) to crash, to roll, to thunder.', '(intransitive) to whistle, to swoosh, to whoosh.']",,,,Unknown
շառավիղ,noun,"['geometry radius.', '(geometry) radius.', 'spoke (of a wheel).', 'shoot, twig (of a tree).', '(figuratively) offspring, scion, descendant.', 'ray, beam (e.g., of light or heat).']",,,,Unknown
շատանալ,verb,"['intransitive to increase, multiply, become numerous.', '(intransitive) to increase, multiply, become numerous.']",,,,Unknown
շար,noun,"['alternative form of շարք.', 'alternative form of շարք (šarkʻ).']",From Old Armenian շար,,,Armenian
շարել,verb,"['transitive to arrange, place in order; to line up.', '(transitive) to arrange, place (in order); to line up.']",,,,Unknown
շարժել,verb,"['transitive to move.', '(transitive) to move.', '(transitive) to set in motion, set going.', '(transitive) to drive, guide, make act (in some way); to be the motive force (behind).']",,,,Unknown
շեյրել,verb,"['transitive, informal, Internet to share something with other people via social media.', '(transitive, informal, Internet) to share something with other people via social media.']",,,,Unknown
շեշտ,noun,"['|lbor=1}} / [Non-English or unclear definition removed.].', 'accent, stress, emphasis.', 'the Armenian emphasis mark: ՛.']",Borrowed from English շեշտ,,,English
շեշտել,verb,"['linguistics to accent, to accentuate, to stress.', '(linguistics) to accent, to accentuate, to stress.', '(figuratively) to emphasize, to underline, to lay stress on.']",,,,Unknown
շեռ,noun,"['dialectal, colloquial, mildly, vulgar piss, urine.', '(dialectal, colloquial, mildly vulgar) piss, urine.']",,,,Unknown
շերտ,noun,"['In the Bible, translates .', 'slice; stripe, strip, streak.', 'layer.', 'coat, coating (of paint, etc.).', '(geology) stratum, bed.']",,,,Unknown
շիթ,noun,"['stream, jet.', 'drop, droplet.']",,,,Unknown
շիկնել,verb,"['to blush, to turn red, to flush as of shame, embarrassment, or fever.', 'to blush, to turn red, to flush (as of shame, embarrassment, or fever).']",,,,Unknown
շիջել,verb,"['intransitive to go out, to be extinguished or quenched.', '(intransitive) to go out, to be extinguished or quenched.']",,,,Unknown
շիվ,noun,"['twig, sprig.', 'sapling, seedling.', '(figurative) son, heir.']",,,,Unknown
շլինք,noun,"['neck.', '(dialectal) neck.']",,,,Unknown
շղթա,noun,"['chain.', 'fetters, shackles.', '(figuratively) series, succession.']",,,,Unknown
շնավարդ,noun,"['rare dog rose, shrub.', '(rare) dog rose, Rosa canina (shrub).']",,,,Unknown
շնորհել,verb,"['transitive to grant.', '(transitive) to grant.', '(transitive) to bestow, give a gift.']",,,,Unknown
շշնջալ,verb,"['to whisper, to murmur.', 'to say, to express.']",,,,Unknown
շող,noun,"['beam, sheen, gleam, flash.']",,,,Unknown
շողալ,verb,['to shine.'],,,,Unknown
շողշողալ,verb,"['intransitive to shine, to flicker, to scintillate, to twinkle.', '(intransitive) to shine, to flicker, to scintillate, to twinkle.']",,,,Unknown
շոշափել,verb,"['transitive to touch, feel.', '(transitive) to touch, feel.', '(transitive) to touch on (cursorily discuss).']",,,,Unknown
շոր,noun,"['dress.', 'cloth.']",,,,Unknown
շորթել,verb,"['transitive to extort.', '(transitive) to extort.']",,,,Unknown
շուլուխ,noun,['synonym of կատակ (katak).'],,,,Unknown
շուկա,noun,"['market.', 'bazaar.']",,,,Unknown
շուշմա,noun,"['sesame plant.', 'sesame (plant).', 'sesame (seed).']",,,,Unknown
շուրթ,noun,"['lip.', '(in the plural, figuratively) mouth, lips.', '(figuratively) rim, edge.']",,,,Unknown
շտապել,verb,"['intransitive to hurry.', '(intransitive) to hurry.']",,,,Unknown
շտկել,verb,"['to straighten, to put in order, to arrange.', 'to correct, to rectify, to remedy.', 'to turn right side out (with the outer side on the outside).']",,,,Unknown
շրջանակ,noun,"['frame.', 'frame, framework, scope.']",,,,Unknown
շրվանդ,noun,"['empty bunch of grapes, empty grape stem.']",,,,Unknown
շփշփել,verb,"['transitive to rub against.', '(transitive) to rub against.']",,,,Unknown
ոգեշնչել,verb,"['to inspire, to motivate, to stimulate.']",,,,Unknown
ոգորել,verb,"['to fight, to contend with, to struggle.']",,,,Unknown
ոգևորել,verb,"['transitive to inspire, animate, hearten.', '(transitive) to inspire, animate, hearten.']",,,,Unknown
ոլորակ,noun,['modulation (of the voice).'],,,,Unknown
ոլորակել,verb,['to modulate (of the voice).'],,,,Unknown
ոլորել,verb,"['to twist, to wind, to twirl.', 'to twist, to weave, to braid (of hair).', 'to twist (in order to hurt or kill, e.g., an arm or neck).', '(rare) to cover, to surround.', 'to modulate (of the voice).', '(figuratively) to convolute, to complicate, to muddle.']",,,,Unknown
ողբ,noun,"['lamentation, wail, bewailing.']",,,,Unknown
ողողել,verb,"['transitive to flood, to overflow.', '(transitive) to flood, to overflow.', '(transitive) to wash away, to wash out.', '(transitive) to wash lightly: to rinse.', '(transitive) to wash the mouth: to rinse, to gargle.', '(transitive, figuratively) to wet, to soak, to drench.', '(transitive, figuratively) to drown, to swamp, to inundate.', '(transitive) to engulf.']",,,,Unknown
ողջունել,verb,"['to greet, hail, salute, bid welcome.', 'to welcome, favour (a proposal, decision, etc.).']",,,,Unknown
ոչնչանալ,verb,"['to be destroyed, to perish.']",,,,Unknown
ոռոգել,verb,"['to irrigate, to water.']",,,,Unknown
ոսկեքար,noun,"['literary chrysolite.', '(literary) chrysolite.']",,,,Unknown
ոսկոր,noun,['bone.'],,,,Unknown
ոսոխ,noun,"['enemy, foe.', 'adversary, rival, opponent.']",,,,Unknown
ոտանավոր,noun,"['short poem, verse.']",,,,Unknown
ոտնակապ,noun,"['fetter.', 'hobble.']",,,,Unknown
ոտնաչափ,noun,"['foot unit of length, approximately 30.5 centimeters.', 'foot (unit of length, approximately 30.5 centimeters).']",,,,Unknown
որբանալ,verb,['to become an orphan.'],,,,Unknown
որբանոց,noun,['orphanage.'],,,,Unknown
որդ,noun,"['worm.', 'maggot.', '(figuratively) contemptible being.']",,,,Unknown
որդյակ,noun,['diminutive of որդի (ordi).'],,,,Unknown
որթ,noun,"['vine, grapevine.']",,,,Unknown
որձաքար,noun,"['quartz.', 'any hard rock, such as granite, basalt, etc.']",,,,Unknown
որմ,noun,['wall.'],,,,Unknown
որոգայթ,noun,"['somewhat, formal snare, trap.', '(somewhat formal) snare, trap.']",,,,Unknown
որոճալ,verb,"['to ruminate, to chew cud.', '(figuratively) to meditate, to reflect.']",,,,Unknown
որոճել,verb,"['alternative form of որոճալ.', 'alternative form of որոճալ (oročal).']",From Old Armenian որոճել,,,Armenian
որոնել,verb,"['transitive to search.', '(transitive) to search.']",,,,Unknown
որոշել,verb,"['to decide.', 'to define, to determine.']",,,,Unknown
որոտ,noun,['thunder.'],,,,Unknown
որոտալ,verb,"['transitive to thunder.', '(transitive) to thunder.']",,,,Unknown
որսորդ,noun,"['hunter, huntsman.']",,,,Unknown
ուդ,noun,['oud.'],,,,Unknown
ուդմուրտ,noun,['Udmurt.'],,,,Unknown
ուզենալ,verb,"['to want, to wish.']",,,,Unknown
ուլ,noun,"['kid, young of a goat.', '(archaic, poetic) neck.']",,,,Unknown
ուխտել,verb,"['to swear, take an oath, vow.']",,,,Unknown
ուղարկել,verb,"['to send, to dispatch, to transmit.']",,,,Unknown
ուղեկցել,verb,"['to accompany.', 'to convoy, to escort.']",,,,Unknown
ուղեղ,noun,"['brain.', '(figuratively) mind, intellect.']",,,,Unknown
ուղեղիկ,noun,"['neuroanatomy cerebellum.', '(neuroanatomy) cerebellum.']",,,,Unknown
ուղղել,verb,"['to correct, straighten.', 'to direct; to turn, aim, level, point.']",,,,Unknown
ունենալ,verb,"['to have, to possess, to dispose.', 'to own, to hold.']",,,,Unknown
ունչ,noun,"['nose; nostril.', 'moustache.']",,,,Unknown
ուշանալ,verb,"['to be late, to run late.', 'to not finish on time.', 'to stay late (e.g., of work).']",,,,Unknown
ուռթանալ,verb,"['alternative form of հուռթանալ.', 'alternative form of հուռթանալ (huṙtʻanal).']",From Old Armenian ուռթանալ,,,Armenian
ուռթել,verb,"['rare to sprinkle, to irrigate.', '(rare) to sprinkle, to irrigate.']",,,,Unknown
ուռչել,verb,"['intransitive to swell.', '(intransitive) to swell.']",,,,Unknown
ուս,noun,['shoulder.'],,,,Unknown
ուսանել,verb,"['intransitive to learn, to study.', '(intransitive) to learn, to study.']",,,,Unknown
ուսնոց,noun,"['shawl.', '(rare) shoulder strap, shoulderboard, shoulder mark (military insignia).']",,,,Unknown
ուսուցիչ,noun,"['somewhat, formal teacher.', '(somewhat formal) teacher.']",,,,Unknown
ուստր,noun,"['archaic son.', '(archaic) son.']",,,,Unknown
ուտեստ,noun,"['food, nourishment, victuals.', 'dish.']",,,,Unknown
չակերտ,noun,"['quotation mark, guillemet.']",,,,Unknown
չարանալ,verb,"['to be angry; to become angry.', 'to become evil.', 'to start misbehaving (of children).']",,,,Unknown
չարչարել,verb,"['transitive to torment, torture.', '(transitive) to torment, torture.']",,,,Unknown
